,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,attributes.GoodForKids,attributes.RestaurantsReservations,attributes.Caters,attributes.NoiseLevel,attributes.RestaurantsTableService,attributes.RestaurantsTakeOut,attributes.RestaurantsPriceRange2,attributes.OutdoorSeating,attributes.BikeParking,attributes.HasTV,attributes.WiFi,attributes.Alcohol,attributes.RestaurantsAttire,attributes.RestaurantsGoodForGroups,attributes.RestaurantsDelivery,attributes.GoodForMeal.dessert,attributes.GoodForMeal.latenight,attributes.GoodForMeal.lunch,attributes.GoodForMeal.dinner,attributes.GoodForMeal.brunch,attributes.GoodForMeal.breakfast,attributes.BusinessParking.garage,attributes.BusinessParking.street,attributes.BusinessParking.validated,attributes.BusinessParking.lot,attributes.BusinessParking.valet,attributes.Ambience.romantic,attributes.Ambience.intimate,attributes.Ambience.classy,attributes.Ambience.hipster,attributes.Ambience.divey,attributes.Ambience.touristy,attributes.Ambience.trendy,attributes.Ambience.upscale,attributes.Ambience.casual,attributes.BusinessAcceptsCreditCards,attributes.BusinessAcceptsBitcoin,attributes.ByAppointmentOnly,attributes.AcceptsInsurance,attributes.GoodForDancing,attributes.CoatCheck,attributes.HappyHour,attributes.Music.dj,attributes.Music.background_music,attributes.Music.no_music,attributes.Music.jukebox,attributes.Music.live,attributes.Music.video,attributes.Music.karaoke,attributes.BestNights.monday,attributes.BestNights.tuesday,attributes.BestNights.friday,attributes.BestNights.wednesday,attributes.BestNights.thursday,attributes.BestNights.sunday,attributes.BestNights.saturday,attributes.Ambience,attributes.BusinessParking,attributes.DogsAllowed,attributes.BYOBCorkage,attributes.DriveThru,attributes.Smoking,attributes.AgesAllowed,attributes.Corkage,attributes.BYOB,attributes.GoodForMeal,attributes.Music,attributes.DietaryRestrictions.dairy-free,attributes.DietaryRestrictions.gluten-free,attributes.DietaryRestrictions.vegan,attributes.DietaryRestrictions.kosher,attributes.DietaryRestrictions.halal,attributes.DietaryRestrictions.soy-free,attributes.DietaryRestrictions.vegetarian,attributes.BestNights,attributes.Open24Hours,attributes.DietaryRestrictions,attributes.RestaurantsCounterService
154765,1SCETxRnwaYo2aBC3fi4SA,PDQ - Las Vegas: Sahara,3010 W Sahara Ave,Las Vegas,NV,89102,36.1444632,-115.182113,4.5,217,0,"Salad,Sandwiches,Restaurants,Fast Food",True,False,True,average,False,True,1,False,True,True,free,none,casual,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
154786,oGyy1xSFsPAnULtdO6HkZA,Tabú Ultra Lounge,"MGM Grand, 3799 Las Vegas Blvd S",Las Vegas,NV,89109,36.1255322524,-115.1456853545,3.0,125,0,Bars,,,,very_loud,,,3,False,,False,,full_bar,,True,,,,,,,,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154793,L2W0QLXIIR5MEmhQwZk-iA,Hot N Juicy Crawfish,"3663 Las Vegas Blvd S, Ste 590",Las Vegas,NV,89109,36.108458,-115.171203,4.0,274,1,"Seafood,Cajun/Creole,Restaurants",True,False,,average,True,True,2,False,False,True,no,full_bar,casual,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154811,aZLggARpUrEpdalQqPUI0Q,Ghirardelli Ice Cream & Chocolate Shop,3545 S Las Vegas Blvd,Las Vegas,NV,89109,36.1176550639,-115.1698434596,4.0,184,1,"Specialty Food,Ice Cream & Frozen Yogurt,Chocolatiers & Shops,Food",,,False,,,True,2,,False,,no,,,,,,,,,,,True,False,False,False,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154828,vqKe7JPE-N3yQTaZOxC19w,Lobsta Trap,4181 W Pioneer Ave,Las Vegas,NV,89102,36.175,-115.136389,2.5,11,0,"Food Trucks,Food",,,,,,,3,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154833,bPh7M1vos_V-g8_s-eHaNA,Rebel Republic,3540 W Sahara Ave,Las Vegas,NV,89102,36.1457065146,-115.1883037908,4.0,248,1,"Bars,Burgers,Pubs,Restaurants",False,True,False,average,True,True,2,True,True,True,free,full_bar,casual,True,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,,,False,False,True,,,,True,,,,False,False,True,False,True,True,False,,,,,False,yes,,,,,,,,,,,,,,,,
154894,lswrEHkfLHoChmSsGFAAwA,Vegan Meals by Mindy,,Las Vegas,NV,89135,36.1444081139,-115.3264704715,5.0,16,1,"Food,Fruits & Veggies,Restaurants,Vegan,Specialty Food",True,True,True,quiet,False,True,2,False,False,True,no,none,casual,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154913,9AnvV8V-UvA_rFhMCr_Dlw,Mint Indian Bistro,4246 S Durango Dr,Las Vegas,NV,89147,36.1127048,-115.2781558,4.0,204,1,"Vegan,Restaurants,Bars,Halal",True,True,True,average,True,True,2,False,True,True,free,full_bar,casual,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
154917,suFSckaQV8NmND7dytpf4w,Kabob Korner,"730 E Flamingo Rd, Ste 7",Las Vegas,NV,89119,36.1151541,-115.1480156,3.5,141,1,"Restaurants,Hookah Bars,Bars,Halal",True,True,True,quiet,True,True,2,True,True,True,no,beer_and_wine,casual,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154953,RRw9I8pHt5PzgYGT2QeODw,Grimaldi's Pizzeria,"750 S Rampart Blvd, Ste 7",Las Vegas,NV,89145,36.164086,-115.2897778,4.0,526,1,"Restaurants,Pizza",True,True,False,average,True,True,2,True,True,True,no,full_bar,casual,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155030,0VjHFdczi6Nln_nn8bucJQ,Pho Bistro,"4130 S Sandhill Rd, Ste A4",Las Vegas,NV,89121,36.1139613,-115.0909408,4.0,147,1,Restaurants,True,True,True,quiet,True,True,1,False,True,True,no,none,casual,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155046,SzzrUeJGnl_LQAJXMK8wQw,Omoide Noodles & Bowls,7745 S Rainbow Blvd,Las Vegas,NV,89139,36.0477111,-115.2435475,4.0,409,1,"Noodles,Soup,Ramen,Restaurants",True,False,False,average,True,True,2,False,True,False,no,beer_and_wine,casual,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155060,GkRF8rSvh9cOQuuPeDh9bg,Sushi Fever,"7985 W Sahara Ave, Ste 105",Las Vegas,NV,89117,36.1431984312,-115.2644564265,4.0,440,1,"Restaurants,Sushi Bars",True,True,False,average,True,True,2,False,True,True,no,beer_and_wine,casual,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155098,q_CpNXiPQbd6Iq0bnldhng,Aloha A Go Go,"5841 E Charleston Blvd, Ste 270",Las Vegas,NV,89142,36.1580209,-115.0461163,3.5,44,1,Restaurants,True,False,True,average,,True,1,False,True,False,no,none,casual,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155108,OYGI2_AIa7hN9oyNQ6qLyA,Starbucks,"2585 S. Nellis Blvd., #1",Las Vegas,NV,89121,36.143129,-115.065947,3.5,74,1,"Coffee & Tea,Food",,,False,,,True,1,True,True,,free,none,,,False,,,,,,,False,True,False,False,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155131,GxW6qw3crhs2cRtsMP9FjQ,ABC Stores 114,378 E Tropicana Ave,Las Vegas,NV,89169,36.1010104,-115.1560798,4.0,14,1,"Beer,Wine & Spirits,Food",,,False,,,True,1,,False,,,,,,,,,,,,,True,False,False,False,False,,,,,,,,,,True,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155141,F2HKV9oJhnIKQ-M4Gt4Ftg,Voodoo Wing Co,6728 W Cheyenne Ave,Las Vegas,NV,89108,36.2185398,-115.2431106,4.0,299,1,"Restaurants,Barbeque,Food",True,False,False,average,False,True,1,False,True,True,no,none,casual,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155166,8vrzErpjzhDabTWX1ZfOGA,El Picante,"430 E Silverado Ranch Blvd, Ste 100",Las Vegas,NV,89123,36.01979,-115.15036,4.0,15,0,Restaurants,True,False,,,,True,1,True,,,,none,casual,True,True,,,,,,,False,False,False,True,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155199,K19uBHydrYAsfX3CPnFp-w,Poukei,"3663 S Las Vegas Blvd, Ste 505",Las Vegas,NV,89109,36.1099522,-115.1681401,3.5,114,1,Restaurants,True,False,True,average,False,True,2,False,False,False,no,none,casual,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155220,2dUXkonsAdoXKAalTnmlig,Dimas Tacos,"5081 N Rainbow Blvd, Ste 103",Las Vegas,NV,89130,36.2545972,-115.2428704,4.0,37,0,Restaurants,True,False,False,quiet,,True,1,False,True,False,no,none,casual,True,False,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155221,Nx2qOQBY9QGJnzcuPO9yyw,Decatur Drug Store Coffee Shop,"Charleston Heights Shopping Ctr, 558 S Decatur Blvd",Las Vegas,NV,89107,36.1652870178,-115.208770752,3.5,5,0,"Breakfast & Brunch,Restaurants",True,False,,quiet,,True,1,False,,True,,none,casual,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155239,DbK9fyJq4O4zfT1jv6JOhw,Pam Real Thai Las Vegas,3650 S Decatur Blvd,Las Vegas,NV,89103,36.123621,-115.2074151,4.0,77,0,"Restaurants,Food",True,True,True,average,True,True,1,False,False,False,no,none,casual,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155255,svdEhLmNmpVaIv1WLtoOvQ,Tacos & Beer,"3900 Paradise Rd, Ste A",Las Vegas,NV,89169,36.11926,-115.154634,4.0,1089,1,"Tapas/Small Plates,Bars,Cocktail Bars,Restaurants",True,True,True,average,True,True,2,True,True,True,free,full_bar,casual,True,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,True,,,,False,False,True,False,,,,,,,False,True,True,False,False,False,True,,,,,,no,,,,,,,,,,,,,,,,
155262,YTfXZ9tbTBJkWsDI7cMDWQ,Liang's Kitchen,"5570 W Flamingo Rd, Ste 110",Las Vegas,NV,89103,36.1153098,-115.2176805,4.0,126,0,Restaurants,True,True,True,average,True,True,2,False,True,False,free,beer_and_wine,casual,True,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,
155302,CVnfj-UBgOSEvcdt4eWUeA,Teriyaki Madness,"4870 Blue Diamond Rd, Ste 110",Las Vegas,NV,89139,36.0335007088,-115.2074653902,4.0,140,1,Restaurants,True,False,True,average,False,True,1,False,True,True,no,none,casual,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155303,qi7PnlfceCl3otbEUWz75w,LA Subs & Salads,"Flamingo Hotel and Casino, 3555 Las Vegas Blvd S",Las Vegas,NV,89109,36.116349,-115.172121,3.0,24,1,"Salad,Restaurants,Sandwiches",True,False,False,loud,,True,2,False,False,True,free,beer_and_wine,casual,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155317,yXeduTn7Q7BfNIS6SInpRg,Insomnia Munchies,"1455 E Tropicana Ave, Ste 770",Las Vegas,NV,89119,36.1006066945,-115.133307986,2.0,8,0,Restaurants,,,,quiet,,,2,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155350,amm1Ne68SCHDC-2eEgadbw,BootyBar,4636 Wynn Rd,Las Vegas,NV,89103,36.105699,-115.193908,4.0,5,0,Bars,,,,loud,,,2,False,,,,full_bar,,True,,,,,,,,False,True,False,True,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155367,fPeVNfoh8wahGYDVeN9ggw,Starbucks,2255 E Centennial Parkway,Las Vegas,NV,89081,36.275411,-115.119153,4.0,15,1,"Food,Coffee & Tea",,,,,,True,2,False,True,,free,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155486,Q8r_5tb0hoMQZ8IkNy_lPg,Lobby Essentials,3570 Las Vegas Blvd S,Las Vegas,NV,89115,36.1167144,-115.1742308,3.5,3,1,Food,,,,,,,2,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155494,kpC__sWtWkLdSOI2xxdirg,Paddy's Pub,"4160 S Pecos Rd, Ste 1",Las Vegas,NV,89121,36.1136535,-115.1000111,3.0,6,1,"Bars,Pubs",,False,,average,,,2,False,False,True,free,full_bar,,True,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,,,,False,True,,,,,,,,,,,,,,,,,False,,,yes,,,,,,,,,,,,,,,,
155507,vaVCzZu6GAMIf92K_Msmlw,Sweet Surrender,"The Palazzo, 3325 Las Vegas Blvd S",Las Vegas,NV,89109,36.1242284,-115.1684696,3.0,25,0,"Candy Stores,Specialty Food,Food",,,,,,,2,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155511,pTUXKIaqVulbHKW9VS3sBw,Kaldi's Coffee Las Vegas,"4850 W Flamingo Rd, Unit 26",Las Vegas,NV,89103,36.116542,-115.206245,4.0,12,1,"Coffee & Tea,Restaurants,Food,Juice Bars & Smoothies,Cafes",,,,,,True,2,True,True,,free,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155527,7tqDSf2wJ1BrLDSfhhJitA,Islandtucky Fried Chicken,,Las Vegas,NV,89101,36.1697096,-115.1236952,4.5,30,1,"Food Trucks,Restaurants,Poke,Food,Fast Food",True,False,True,average,False,True,1,False,False,False,no,none,casual,True,True,False,False,True,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155571,GG9VcABDC1hDFnjVi6q5Fw,Starbucks,7050 S. Durango Drive,Las Vegas,NV,89113,36.05947,-115.27872,2.5,144,1,"Coffee & Tea,Food",,,False,,,True,1,True,True,,free,none,,,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155575,19lr9xcN3Ud0w0UX7bl6Qw,Subway,6770 N Durango Dr,Las Vegas,NV,89149,36.2838237,-115.287021,2.5,27,1,"Restaurants,Fast Food,Sandwiches",True,False,True,average,False,True,1,False,False,False,no,none,casual,True,False,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,
155620,kCjvO_BZ2_KohSR5eJl2GA,Cozy's Tavern,4680 S Decatur Blvd,Las Vegas,NV,89103,36.1045624,-115.2074306,4.5,7,0,Bars,,False,,loud,,,2,False,False,True,,full_bar,,True,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,True,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155628,jKu_hYzVNQqjRvdvp6mQaQ,McDonald's,4505 W Charleston,Las Vegas,NV,89102,36.1563294475,-115.2021910453,2.0,12,1,"Fast Food,Restaurants,Coffee & Tea,Burgers,Food",True,False,False,average,,True,1,False,True,False,free,none,casual,False,False,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155663,gcouHCQrswvakJ6xSEKtFQ,Chick-fil-A Sahara at I-15,2480 S Rancho Dr,Las Vegas,NV,89102,36.144921,-115.172641,3.5,299,1,"Restaurants,Fast Food",True,False,True,average,False,True,1,True,True,False,free,none,casual,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
155673,ZRRozSxz2YnCysLarG2HxA,Angelicious Popcorn,"6495 S Pecos Rd, Ste C",Las Vegas,NV,89120,36.0722457148,-115.101487553,4.0,5,0,"Specialty Food,Food",,,,,,,1,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155705,wneh9pvjZfo8VkKFymE7-Q,City Bar,1000 E Sahara Blvd,Las Vegas,NV,89104,36.144392,-115.1409066,4.5,4,0,"Bars,Pubs",,,,average,,,2,False,True,True,,full_bar,,True,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,True,False,True,False,,,,,,,False,True,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,
155742,VpFUraD3fuFY9qCcvgMntA,Roma Pizza,4310 E Tropicana Ave,Las Vegas,NV,89121,36.101077,-115.079215,4.0,32,1,"Restaurants,Food,Pizza",True,False,False,average,,True,2,False,True,False,no,none,casual,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155772,IOEGLxXwCNiq4P-U359D7Q,Those Guys Pies,2916 Lake E Dr,Las Vegas,NV,89117,36.1385152,-115.2843553,4.0,497,1,"Cheesesteaks,Restaurants,Pizza,Sandwiches,Food",True,False,True,average,,True,2,True,True,True,free,none,casual,False,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155799,HcFNeUjeqzhHw1Lk0FZarg,Jersey's Bar & Grill,4760 W Sahara Ave,Las Vegas,NV,89102,36.1465042,-115.2072072,4.0,5,0,"Bars,Restaurants",,,,,,,1,,,,,full_bar,,True,,,,,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155821,m2QQNcBKeZIFYy16lVMogw,Raising Cane's,1915 N Rock Springs Dr,Las Vegas,NV,89128,36.1944211,-115.2468132,3.5,130,1,"Fast Food,Specialty Food,Food,Restaurants",True,False,True,average,False,True,1,False,True,False,no,none,casual,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
155838,FhHjoOk1mAqT870lZERYAQ,Crimson Nightclub,11011 W Charleston Blvd,Las Vegas,NV,89135,36.1154495879,-115.3697254276,3.5,28,1,Bars,,,,loud,,,2,True,False,,,full_bar,,True,,,,,,,,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,,,,True,,False,True,False,False,False,False,False,False,,,,,,,,,,,,,,21plus,,,,,,,,,,,,,,,
155868,UlAGWuc1iQpLccjZhTqo6Q,Teuscher Chocolates,3663 Las Vegas Blvd S,Las Vegas,NV,89109,36.1107323,-115.1722365,3.5,7,0,"Chocolatiers & Shops,Food,Candy Stores,Specialty Food",,,,,,,3,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155876,qMOyKuyZpFH-Lmszd3Mn-A,Al Dente,"Bally's Hotel, 3645 S Las Vegas Blvd",Las Vegas,NV,89136,36.175,-115.136389,3.0,11,0,Restaurants,False,,,,,,2,False,,,,beer_and_wine,casual,,False,,,,,,,False,False,False,False,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,yes_corkage,,,,True,,,,,,,,,,,,,,
155894,fwZzpkSH4ZOJGzDzI2rSaQ,Pieology Pizzeria,3799 S Las Vegas Blvd,Las Vegas,NV,89109,36.1022244,-115.1687556,4.5,79,1,"Pizza,Restaurants",True,False,False,average,True,True,2,False,False,False,no,none,casual,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155899,bqDFZDfDPdCut0CbybDUrA,Fresco Italiano,3000 Paradise Rd,Las Vegas,NV,89109,36.1362575,-115.1512526,3.5,158,1,Restaurants,True,True,True,average,True,True,2,False,True,True,free,full_bar,casual,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155942,L2DGeAh9QeHqVjnn4T2HJg,Whitmore's BBQ Vegas,,Las Vegas,NV,88901,36.18,-115.14,5.0,5,1,"Restaurants,Barbeque",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155950,BrclERrbZrQNRyBmDGawQQ,Bruno's Pizza,"4555 South Fort Apache Rd, Ste 112",Las Vegas,NV,89147,36.1064328,-115.2980194,4.5,134,0,"Restaurants,Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155982,ZGXVbBNmhIkH5Xugu0HKFw,Air Bar,2000 Las Vegas Blvd S,Las Vegas,NV,89104,36.1471140385,-115.1563773529,3.0,23,1,Bars,,False,,average,,,2,False,False,True,no,full_bar,,True,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155994,MD5aTUMKi-Qk0-jr3xRgng,Villa Italian Kitchen,4949 N Rancho Dr,Las Vegas,NV,89130,36.2498922,-115.2441383,2.5,6,1,"Restaurants,Pizza",True,False,,,,True,1,False,False,False,,none,casual,True,False,False,False,False,False,False,False,,,,,,False,False,False,False,False,False,False,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156012,MsQTe82TCbZXDPG4LOgVoA,Port of Subs,8552 W Lake Mead Blvd,Las Vegas,NV,89128,36.200342,-115.279561,3.0,16,1,"Restaurants,Delis,Sandwiches",True,False,True,average,,True,1,False,,False,no,none,casual,True,True,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156014,zcScEL0WEdFkROcnz5379g,The Boiling Crab,4025 S Decatur Blvd,Las Vegas,NV,89103,36.1171281659,-115.2085109224,4.0,1015,1,"Seafood,Cajun/Creole,Restaurants",True,False,False,average,,True,2,False,True,True,no,beer_and_wine,casual,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156022,L8A8TQSGKAfxynXvQz7RUw,Street Freeze Ice Cream & Party Truck,4001 S Decatur Blvd,Las Vegas,NV,89103,36.1172631,-115.2099329,5.0,10,1,"Food,Shaved Ice,Ice Cream & Frozen Yogurt,Food Trucks",,,True,,,True,1,,True,,no,none,,,True,,,,,,,False,True,False,False,False,,,,,,,,,,True,False,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,
156043,tX2UUyP3WCCsfqWGQcMBkA,Blue Mule Saloon,3118 Las Vegas Blvd N,Las Vegas,NV,89115,36.2142661341,-115.0975654047,5.0,5,1,"Bars,Dive Bars",,False,,average,,,1,False,True,True,,full_bar,,True,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,
156052,yfXspGnpSt_d42wwpEXNDQ,Fremont Mini Mart,1404 Fremont St,Las Vegas,NV,89101,36.1645106,-115.1304124,4.0,15,1,Food,,,None,,,True,1,,True,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156062,4bqbAhYZQeokD3zqN77XLA,Nestle Toll House Cafe by Chip,"3663 S Las Vegas Blvd, Ste 96",Las Vegas,NV,89109,36.110774,-115.171327,3.5,37,1,"Bakeries,Sandwiches,Desserts,Food,Cafes,Restaurants,Coffee & Tea",True,False,False,average,,True,1,False,False,False,no,none,casual,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156074,kzh7iDNd8Qwio2w3biAHGw,Las Vegas Chocolate Festival & Pastry Show,3355 Las Vegas Blvd S,Las Vegas,NV,89109,36.1214517,-115.1696112,4.0,22,1,"Food,Desserts,Specialty Food,Chocolatiers & Shops",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156125,WXzA4jW-E2UtaFd3v86Xfw,Sitara Hookah Lounge,"9890 S Maryland Pkwy, Ste 18",Las Vegas,NV,89183,36.0101596,-115.1353046,3.5,28,0,"Hookah Bars,Bars,Restaurants",,,,loud,,,1,True,True,True,,full_bar,,True,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,True,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
